0	1
be	O
reduce	RES
when	O
the	O
rebar	ELE
corrode	CAU
in	O
two	O
stage	MET
and	O
crack	DEF
occur	RES
at	O
all	O
the	O
rebar	ELE
retain	CAU
bond	DEF
factor	DEF
rbf	CAU
describe	RES
bond	DEF
retention	DEF
capacity	DEF
of	O
rc	ELE
element	ELE
subject	O
to	O
corrosion	CAU
the	O
present	O
experimental	MET
work	O
investigate	RES
the	O
influence	RES
of	O
rebar	ELE
corrosion	DEF
on	O
rbf	DEF
slip	DEF
relationship	DEF
of	O
rc	ELE
element	ELE
with	RES
various	O
ratio	DEF
of	O
concrete	ELE
cover	ELE
to	O
rebar	ELE
diameter	CAU
ratio	DEF
from	O
the	O
experimental	MET
result	RES
it	O
be	O
find	O
that	O
corrosion	DEF
of	O
rebar	ELE
and	O
ratio	DEF
have	O
significant	RES
influence	RES
on	O
rbf	DEF
slip	DEF
behaviour	DEF
of	O
rc	ELE
element	ELE
the	O
most	O
common	O
corrosion	DEF
prevention	DEF
technique	MET
be	O
the	O
use	O
of	O
corrosion	DEF
inhibitor	CAU
in	O
concrete	ELE
several	O
research	O
work	O
have	O
be	O
report	O
in	O
the	O
literature	O
to	O
evaluate	RES
the	O
efficiency	DEF
of	O
corrosion	DEF
inhibitor	CAU
against	RES
chloride	CAU
induce	CAU
corrosion	DEF
of	O
steel	ELE
reinforcement	ELE
in	O
concrete	ELE
corrosion	DEF
inhibitor	CAU
be	O
typically	O
introduce	O
either	RES
as	O
an	O
admixture	O
during	O
the	O
preparation	DEF
of	O
fresh	CAU
concrete	ELE
mix	ELE
or	O
as	O
surface	ELE
application	O
on	O
the	O
harden	CAU
concrete	ELE
to	O
prevent	RES
the	O
onset	DEF
of	O
corrosion	DEF
of	O
steel	ELE
reinforcement	ELE
or	O
extend	RES
the	O
corrosion	DEF
initiation	DEF
time	CAU
in	O
reinforce	ELE
concrete	ELE
structure	ELE
this	O
review	O
article	O
summarize	O
the	O
report	O
research	O
work	O
on	O
inhibit	RES
the	O
behaviour	DEF
of	O
organic	CAU
and	O
inorganic	CAU
co	CAU
to	O
improve	RES
the	O
sensitivity	DEF
of	O
the	O
novel	CAU
sensor	MET
the	O
structure	ELE
of	O
the	O
saw	MET
transducer	MET
and	O
the	O
sense	MET
electrode	MET
be	O
design	O
with	RES
great	O
care	O
the	O
saw	MET
transducer	MET
be	O
fabricate	O
use	O
the	O
lift	MET
off	MET
process	MET
and	O
concrete	ELE
specimen	ELE
embed	RES
with	RES
sense	MET
electrode	MET
be	O
cast	RES
the	O
rebar	ELE
corrosion	DEF
sensor	MET
be	O
characterize	RES
by	O
accelerate	RES
corrosion	DEF
of	O
the	O
specimen	ELE
the	O
relative	DEF
mass	DEF
loss	DEF
ratio	DEF
be	O
introduce	O
as	O
the	O
corrosion	DEF
degree	DEF
in	O
order	O
to	O
quantitatively	O
evaluate	RES
the	O
corrosion	DEF
state	MET
of	O
the	O
rebar	ELE
the	O
sensitivity	DEF
of	O
the	O
sensor	MET
be	O
db	O
in	O
amplitude	DEF
per	O
corrosion	DEF
degree	DEF
and	O
the	O
thermodynamic	MET
and	O
electrochemical	MET
result	RES
show	O
that	O
this	O
organic	CAU
product	CAU
be	O
good	RES
inhibitor	DEF
and	O
act	O
by	O
adsorption	DEF
accord	O
to	O
chemisorption	MET
process	MET
obey	O
the	O
langmuir	MET
isotherm	MET
the	O
morphological	MET
investigation	DEF
by	O
scan	MET
electron	MET
microscopy	MET
sem	MET
couple	O
with	RES
eds	MET
carry	O
out	O
assert	O
the	O
electrochemical	MET
result	RES
the	O
mechanical	MET
study	O
reveal	RES
good	RES
resistance	DEF
to	O
bend	DEF
and	O
compression	DEF
in	O
the	O
presence	O
of	O
low	CAU
concentration	CAU
of	O
the	O
schiff	MET
base	ELE
in	O
order	O
to	O
extract	RES
the	O
quantum	MET
chemical	MET
parameter	CAU
and	O
elucidate	O
the	O
ability	DEF
of	O
this	O
organic	ELE
molecule	ELE
to	O
inhibit	RES
the	O
corrosion	DEF
the	O
density	MET
function	MET
theory	MET
base	O
on	O
the	O
method	MET
of	O
three	MET
dimensional	MET
microstructure	ELE
reconstruction	MET
finite	MET
element	MET
analysis	MET
be	O
apply	O
to	O
solve	RES
the	O
mathematical	MET
model	MET
that	O
couple	RES
three	O
key	O
mechanism	MET
of	O
mass	DEF
transport	DEF
in	O
the	O
matrix	ELE
of	O
heterogeneous	CAU
concrete	ELE
include	O
natural	CAU
diffusion	DEF
hydraulic	MET
migration	DEF
and	O
electromigration	MET
the	O
validate	RES
mathematical	MET
model	MET
indicate	O
an	O
optimum	MET
current	DEF
density	DEF
of	O
m2	O
for	O
implementation	O
be	O
able	O
to	O
predict	RES
the	O
concentration	DEF
of	O
multiple	CAU
chemical	CAU
specie	CAU
at	O
arbitrary	CAU
time	CAU
and	O
location	CAU
in	O
heterogeneous	CAU
concrete	ELE
the	O
develop	RES
mathematical	MET
model	MET
demonstrate	O
to	O
be	O
powerful	O
tool	MET
for	O
evaluate	RES
general	O
chemical	DEF
deterioration	DEF
problem	DEF
and	O
remedial	DEF
strategy	MET
for	O
concrete	ELE
structure	ELE
by	O
comparison	O
with	RES
experimental	MET
result	RES
the	O
propose	O
model	MET
be	O
verify	O
to	O
reproduce	RES
the	O
bond	DEF
deterioration	DEF
consider	O
corrosion	DEF
induce	CAU
crack	DEF
with	RES
different	CAU
concrete	ELE
cover	ELE
thickness	CAU
moreover	O
bond	DEF
deterioration	DEF
mechanism	MET
subject	O
to	O
corrosion	CAU
induce	CAU
crack	DEF
be	O
clarify	O
through	O
the	O
crack	DEF
development	DEF
and	O
stress	DEF
distribution	DEF
of	O
concrete	ELE
and	O
be	O
find	O
to	O
be	O
the	O
combine	RES
effect	RES
of	O
degradation	DEF
of	O
the	O
compressive	DEF
stress	DEF
in	O
diagonal	CAU
compression	DEF
strut	ELE
and	O
ring	DEF
tension	DEF
around	O
rebar	ELE
bond	DEF
deterioration	DEF
of	O
speciman	ELE
with	RES
large	RES
concrete	ELE
cover	ELE
be	O
more	RES
sensitive	RES
to	O
formation	DEF
of	O
corrosion	DEF
crack	DEF
this	O
study	O
present	O
state	O
of	MET
the	MET
art	MET
review	MET
of	O
optical	MET
fiber	ELE
sensor	MET
for	O
corrosion	DEF
monitor	MET
of	O
reinforcement	ELE
steel	ELE
in	O
concrete	ELE
structure	ELE
with	RES
emphasis	O
on	O
sense	MET
principle	MET
and	O
performance	DEF
parameter	CAU
include	O
measurand	MET
sensitivity	DEF
monitor	MET
range	CAU
and	O
service	MET
life	MET
the	O
optical	MET
fiber	ELE
corrosion	MET
sensor	MET
review	O
in	O
this	O
study	O
mainly	RES
include	O
fiber	ELE
bragg	ELE
grate	ELE
fbg	MET
base	MET
corrosion	MET
sensor	MET
long	CAU
period	CAU
fiber	ELE
grate	ELE
lpfg	ELE
corrosion	MET
sensor	MET
extrinsic	MET
fabry	MET
perot	MET
interferometer	MET
efpi	MET
corrosion	MET
sensor	MET
brillouin	MET
backscatter	MET
base	MET
distribute	MET
fiber	ELE
optic	MET
co	MET
the	O
impressed	CAU
voltage	CAU
corrosion	DEF
test	MET
indicate	O
that	O
hybrid	CAU
cnt	CAU
oh	CAU
pva	CAU
significantly	RES
delay	RES
the	O
deterioration	DEF
progress	DEF
of	O
the	O
steel	ELE
rebar	ELE
in	O
concrete	ELE
as	O
the	O
corrosion	DEF
level	DEF
of	O
the	O
steel	ELE
rebar	ELE
decrease	RES
by	O
and	O
the	O
exposure	CAU
time	CAU
increase	RES
by	O
before	O
the	O
generation	DEF
of	O
the	O
surface	ELE
crack	DEF
compare	RES
to	O
those	O
of	O
the	O
control	MET
concrete	ELE
the	O
mechanism	MET
for	O
the	O
hybrid	DEF
effect	RES
of	O
cnt	CAU
oh	CAU
and	O
pva	CAU
on	O
enhance	RES
the	O
steel	ELE
corrosion	DEF
resistance	DEF
in	O
concrete	ELE
include	O
uniform	CAU
dispersion	DEF
of	O
cnt	CAU
oh	CAU
in	O
pva	CAU
colloid	ELE
pore	ELE
fill	DEF
effect	RES
of	O
both	RES
cnt	CAU
therefore	O
by	O
increase	RES
the	O
pre	CAU
rust	CAU
rebar	ELE
surface	ELE
the	O
effect	RES
of	O
concrete	ELE
quality	DEF
on	O
corrosion	DEF
reduce	RES
and	O
the	O
effect	RES
of	O
rebar	ELE
surface	ELE
condition	CAU
increase	RES
in	O
this	O
study	O
until	O
ci	CAU
the	O
influence	RES
of	O
the	O
concrete	ELE
quality	DEF
index	DEF
be	O
more	RES
significant	RES
on	O
corrosion	DEF
than	RES
rebar	ELE
surface	ELE
condition	CAU
follow	O
by	O
reverse	O
trend	O
therefore	O
until	O
ci	O
the	O
concrete	ELE
quality	DEF
be	O
the	O
dominant	RES
factor	RES
in	O
determine	O
the	O
corrosion	DEF
rate	DEF
intensity	DEF
by	O
increase	RES
the	O
corrosion	DEF
index	DEF
the	O
steel	ELE
corrosion	DEF
rate	DEF
intensity	DEF
in	O
reinforce	ELE
concrete	ELE
depend	O
on	O
the	O
rebar	ELE
surface	ELE
condition	CAU
and	O
by	O
increase	RES
the	O
concrete	ELE
quality	DEF
these	O
adverse	CAU
effect	RES
after	RES
day	O
of	O
iccc	MET
test	MET
alloy	CAU
steel	ELE
rebar	ELE
suffer	RES
certain	O
degree	O
of	O
localize	CAU
corrosion	DEF
with	RES
limit	RES
corrosion	DEF
product	DEF
while	O
the	O
carbon	CAU
steel	CAU
rebar	ELE
present	O
severe	RES
general	CAU
corrosion	DEF
electrochemical	MET
test	MET
demonstrate	O
that	O
the	O
asrm	ELE
sample	ELE
exhibit	O
more	RES
than	RES
ten	O
time	RES
in	O
rct	DEF
value	DEF
of	O
the	O
electrochemical	MET
impedance	MET
spectroscopy	MET
test	MET
and	O
only	RES
about	O
in	O
corrosion	DEF
current	DEF
density	DEF
of	O
the	O
potentiodynamic	MET
polarization	MET
test	MET
compare	RES
to	O
the	O
csrm	ELE
sample	ELE
the	O
above	O
result	RES
reveal	RES
the	O
excellent	O
passivation	DEF
performance	DEF
and	O
corrosion	DEF
resistance	DEF
of	O
the	O
asrm	ELE
sample	ELE
which	O
be	O
attribute	O
to	O
the	O
the	O
ce	CAU
film	ELE
resistance	DEF
increase	RES
with	RES
time	CAU
evolution	DEF
until	O
then	O
decrease	RES
and	O
stabilize	RES
the	O
ce	CAU
film	ELE
layer	ELE
have	O
double	CAU
layer	CAU
film	ELE
structure	ELE
the	O
upper	CAU
layer	ELE
be	O
an	O
oxide	CAU
of	O
cerium	CAU
and	O
the	O
underlayer	CAU
be	O
an	O
oxide	CAU
of	O
iron	CAU
result	RES
reveal	RES
that	O
after	RES
be	O
immerse	CAU
in	O
the	O
simulate	RES
concrete	ELE
pore	ELE
solution	CAU
the	O
corrosion	DEF
resistance	DEF
of	O
the	O
ce	CAU
film	ELE
be	O
enhance	RES
by	O
self	CAU
densification	CAU
the	O
evolution	DEF
of	O
their	O
behavior	DEF
be	O
follow	O
by	O
measure	O
their	O
corrosion	DEF
rate	DEF
the	O
result	RES
obtain	RES
show	O
that	O
the	O
corrosion	DEF
rate	DEF
of	O
the	O
pre	CAU
rust	CAU
rebar	ELE
be	O
great	RES
than	RES
those	O
of	O
the	O
rebar	ELE
that	O
have	O
not	RES
undergone	O
any	O
type	CAU
of	O
previous	CAU
moisture	CAU
relate	CAU
corrosion	DEF
under	O
such	O
circumstance	O
the	O
tuutti	CAU
initiation	DEF
period	CAU
would	O
have	O
disappear	RES
mean	O
its	O
service	DEF
life	DEF
could	O
be	O
reduce	RES
to	O
unacceptable	DEF
value	DEF
the	O
conductance	DEF
signature	DEF
be	O
acquire	RES
through	O
surface	CAU
bond	CAU
pzt	CAU
patch	CAU
on	O
embed	CAU
rebar	ELE
first	O
qualitative	O
and	O
quantitative	MET
corrosion	DEF
assessment	DEF
be	O
carry	O
out	O
base	O
on	O
the	O
conductance	DEF
signature	DEF
and	O
the	O
root	DEF
mean	CAU
square	CAU
deviation	DEF
rmsd	MET
second	O
the	O
effectiveness	DEF
of	O
extract	CAU
equivalent	CAU
parameter	CAU
be	O
demonstrate	O
for	O
capture	O
the	O
degradation	DEF
of	O
stiffness	DEF
and	O
mass	DEF
due	O
to	O
corrosion	CAU
finally	O
the	O
corrosion	DEF
rate	DEF
be	O
evaluate	RES
through	O
equivalent	CAU
parameter	CAU
and	O
comparison	O
be	O
make	O
with	RES
the	O
actual	CAU
mass	DEF
loss	DEF
the	O
experimental	MET
study	O
demonstrate	O
that	O
the	O
emi	DEF
technique	MET
could	O
be	O
use	O
very	O
effectively	RES
through	O
the	O
statical	DEF
index	CAU
rmsd	MET
and	O
equivalent	CAU
parameter	CAU
to	O
identify	RES
co	DEF
the	O
result	RES
indicate	O
that	O
the	O
bond	DEF
strength	DEF
of	O
rebar	ELE
will	O
be	O
reduce	RES
by	O
the	O
increase	RES
of	O
the	O
dosage	DEF
of	O
straw	ELE
ash	CAU
and	O
will	O
be	O
intensive	RES
along	O
with	RES
the	O
decrease	RES
of	O
the	O
diameter	CAU
of	O
rebar	ELE
comparison	O
of	O
the	O
result	RES
obtain	RES
from	O
the	O
corrosion	DEF
test	MET
show	O
that	O
straw	ELE
ash	CAU
concrete	ELE
have	O
high	RES
corrosion	DEF
resistance	DEF
than	RES
that	O
of	O
the	O
ordinary	CAU
concrete	ELE
this	O
suggest	O
that	O
the	O
straw	ELE
ash	CAU
be	O
an	O
effective	RES
mineral	CAU
admixture	DEF
in	O
concrete	ELE
when	O
the	O
replacement	DEF
ratio	CAU
be	O
c20	CAU
c30	O
accelerated	CAU
rebar	ELE
corrosion	DEF
test	MET
and	O
high	CAU
temperature	CAU
experiment	MET
be	O
carry	O
out	O
to	O
obtain	RES
the	O
durability	DEF
performance	DEF
of	O
these	O
cement	ELE
accord	O
to	O
the	O
variation	DEF
of	O
corrosion	DEF
current	CAU
fa	CAU
and	O
gbfs	CAU
be	O
observe	O
to	O
inhibit	RES
positively	RES
however	O
the	O
result	RES
of	O
microstructure	ELE
analysis	MET
on	O
concrete	ELE
specimen	ELE
show	O
that	O
the	O
performance	DEF
of	O
fa	CAU
be	O
well	RES
than	RES
other	CAU
additive	CAU
use	O
in	O
the	O
study	O
under	O
the	O
effect	RES
of	O
high	CAU
temperature	CAU
thorough	MET
analysis	MET
of	O
the	O
marginal	CAU
model	MET
indicate	O
their	O
similarity	DEF
and	O
difference	DEF
and	O
correspondingly	O
the	O
apriority	DEF
of	O
their	O
usage	O
in	O
addition	O
the	O
experiment	MET
be	O
conduct	O
in	O
order	O
to	O
evaluate	RES
the	O
accuracy	DEF
and	O
relevance	DEF
of	O
the	O
calculation	MET
method	MET
use	O
the	O
result	RES
of	O
the	O
study	O
show	O
that	O
the	O
assumption	O
on	O
the	O
corrosion	DEF
distribution	DEF
take	O
in	O
each	O
particular	O
calculate	MET
case	CAU
have	O
great	O
influence	RES
on	O
the	O
result	RES
of	O
the	O
steel	ELE
bar	ELE
performance	DEF
therefore	O
the	O
issue	O
of	O
an	O
appropriate	O
corrosion	DEF
model	MET
need	O
far	O
investigation	DEF
and	O
development	DEF
result	RES
demonstrate	O
the	O
inhibition	DEF
effectiveness	DEF
of	O
the	O
plant	ELE
extract	CAU
on	O
steel	ELE
rebar	ELE
corrosion	DEF
regardless	RES
of	O
the	O
concentration	CAU
be	O
detect	RES
an	O
inhibition	DEF
efficiency	DEF
high	RES
than	RES
with	RES
electrochemical	MET
technique	MET
for	O
licorice	CAU
extract	CAU
which	O
show	O
the	O
most	O
effective	RES
performance	DEF
surface	MET
analysis	MET
method	MET
confirm	RES
the	O
presence	O
of	O
licorice	CAU
on	O
the	O
surface	ELE
through	O
the	O
deposition	DEF
of	O
organic	CAU
molecule	CAU
present	O
in	O
the	O
plant	ELE
extract	CAU
on	O
the	O
surface	ELE
oxide	CAU
hydroxide	CAU
dft	MET
calculation	MET
confirm	RES
that	O
compound	CAU
present	O
in	O
licorice	CAU
can	O
be	O
chemically	O
adsorb	RES
on	O
steel	ELE
oxide	CAU
surface	ELE
the	O
result	RES
indicate	O
that	O
different	CAU
quantitative	MET
index	DEF
for	O
corrosion	DEF
evaluation	DEF
could	O
be	O
create	RES
base	O
on	O
this	O
method	MET
and	O
an	O
index	DEF
create	RES
by	O
two	O
transformation	MET
with	RES
the	O
same	CAU
geometric	MET
characteristic	DEF
have	O
well	RES
quantification	DEF
capability	DEF
the	O
four	O
quantitative	MET
index	MET
i1	MET
i2	MET
i3	MET
and	O
i4	MET
create	O
in	O
this	O
study	O
be	O
all	O
linearly	RES
relate	O
to	O
the	O
rebar	ELE
localize	CAU
corrosion	DEF
cross	ELE
sectional	CAU
area	CAU
ratio	DEF
and	O
index	DEF
i3	MET
have	O
the	O
relatively	O
good	RES
quantitative	MET
capability	DEF
and	O
applicability	O
this	O
quantification	MET
method	MET
provide	O
an	O
innovative	O
solution	MET
for	O
the	O
non	CAU
destructive	CAU
quantitative	MET
evaluation	DEF
of	O
rebar	ELE
corrosion	DEF
this	O
result	RES
in	O
high	RES
reduction	RES
of	O
rebar	ELE
diameter	CAU
at	O
crack	DEF
zone	CAU
in	O
comparison	O
with	RES
that	O
observe	O
at	O
distant	CAU
location	CAU
from	O
crack	CAU
where	O
uniform	CAU
corrosion	DEF
of	O
rebar	ELE
prevail	RES
base	O
on	O
the	O
observe	O
trajectory	O
of	O
time	CAU
evolve	CAU
rust	DEF
formation	DEF
along	O
the	O
length	CAU
of	O
rebar	ELE
for	O
different	CAU
crack	DEF
pattern	DEF
an	O
average	O
pit	DEF
length	CAU
of	O
mm	O
be	O
observe	O
research	O
outcome	O
signify	O
the	O
strong	CAU
influence	RES
of	O
early	CAU
age	CAU
crack	DEF
in	O
induction	DEF
and	O
propagation	DEF
of	O
pit	DEF
corrosion	DEF
in	O
rc	ELE
member	ELE
the	O
result	RES
indicate	O
that	O
the	O
corrosion	DEF
rate	DEF
of	O
steel	ELE
rebar	ELE
in	O
uhpc	ELE
with	RES
crack	DEF
be	O
reduce	RES
with	RES
time	CAU
and	O
corrosion	DEF
be	O
not	RES
amplify	RES
and	O
be	O
restrain	RES
within	RES
the	O
initially	RES
generate	RES
corrosion	DEF
spot	DEF
when	O
the	O
primary	CAU
crack	DEF
width	CAU
in	O
uhpc	ELE
beam	ELE
be	O
limit	RES
to	O
mm	O
steel	ELE
rebar	ELE
likely	O
remain	RES
in	O
the	O
uncorroded	CAU
state	MET
high	RES
content	CAU
of	O
steel	ELE
fiber	ELE
could	O
provide	O
well	RES
bridge	DEF
effect	RES
to	O
reduce	RES
the	O
corrosion	DEF
rate	DEF
without	RES
introduce	O
galvanic	CAU
corrosion	DEF
on	O
steel	ELE
rebar	ELE
besides	O
the	O
stern	DEF
geary	DEF
coefficient	DEF
of	O
steel	ELE
rebar	ELE
embed	RES
in	O
uhpc	ELE
beam	ELE
with	RES
accord	O
to	O
the	O
result	RES
add	RES
corrode	CAU
stirrup	ELE
in	O
the	O
splice	ELE
region	CAU
will	O
cause	O
negative	CAU
effect	RES
on	O
the	O
bond	DEF
strength	DEF
in	O
beam	ELE
specimen	ELE
via	O
combine	RES
tensile	DEF
bar	ELE
stirrup	ELE
corrosion	DEF
in	O
the	O
splice	ELE
region	CAU
gradient	DEF
in	O
the	O
descend	MET
part	O
of	O
the	O
curve	DEF
for	O
relative	DEF
bond	DEF
strength	DEF
versus	RES
corrosion	DEF
be	O
calculate	O
at	O
−0	O
−0	O
and	O
−0	O
when	O
stirrup	ELE
be	O
and	O
respectively	O
also	O
beam	ELE
with	RES
corrosion	DEF
have	O
the	O
large	RES
increase	RES
in	O
the	O
stirrup	ELE
induce	CAU
bond	DEF
strength	DEF
the	O
result	RES
show	O
that	O
the	O
model	MET
the	O
chloride	CAU
penetration	DEF
test	MET
reveal	RES
that	O
chloride	CAU
could	O
penetrate	RES
into	O
shcc	ELE
through	O
fine	CAU
crack	DEF
and	O
that	O
the	O
width	CAU
of	O
the	O
fine	CAU
crack	DEF
have	O
no	RES
bear	DEF
on	O
the	O
amount	CAU
of	O
chloride	CAU
accumulate	RES
in	O
the	O
crack	DEF
fracture	DEF
surface	ELE
on	O
the	O
other	O
hand	O
chloride	CAU
penetration	DEF
through	O
crack	DEF
into	O
the	O
mortar	ELE
matrix	ELE
be	O
affect	RES
by	O
the	O
number	CAU
of	O
crack	DEF
and	O
water	CAU
cement	ELE
ratio	CAU
as	O
result	O
the	O
corrosion	DEF
area	CAU
on	O
rebar	ELE
in	O
crack	CAU
shcc	ELE
be	O
also	O
largely	O
dependent	RES
on	O
the	O
number	CAU
of	O
crack	DEF
and	O
water	CAU
cement	ELE
ratio	CAU
however	O
the	O
corrosion	DEF
area	CAU
be	O
small	RES
than	RES
that	O
of	O
ordinary	CAU
mortar	ELE
when	O
the	O
strain	DEF
be	O
in	O
small	CAU
range	CAU
the	O
corrosion	DEF
prevention	DEF
performance	DEF
of	O
pe	ELE
shcc	ELE
by	O
utilize	O
the	O
validate	RES
fe	MET
model	MET
numerical	MET
simulation	MET
of	O
actual	CAU
underground	CAU
rc	ELE
culvert	ELE
be	O
carry	O
out	O
on	O
various	O
corrosion	DEF
scenario	CAU
the	O
result	RES
of	O
comprehensive	MET
analysis	MET
show	O
that	O
both	RES
corrosion	DEF
rate	DEF
and	O
volumetric	DEF
expansion	DEF
ratio	DEF
of	O
corrosion	DEF
product	DEF
have	O
significant	RES
effect	RES
on	O
deterioration	DEF
process	MET
and	O
structural	MET
damage	DEF
and	O
that	O
the	O
long	CAU
term	CAU
structural	MET
behavior	DEF
of	O
rc	ELE
culvert	ELE
be	O
greatly	RES
affect	RES
not	RES
only	RES
by	O
corrosion	CAU
degree	DEF
but	O
by	O
rebar	ELE
corrosion	DEF
condition	CAU
depend	O
on	O
surround	CAU
environment	CAU
therefore	O
it	O
can	O
be	O
recognize	O
that	O
attention	O
should	O
be	O
pay	O
to	O
environmental	CAU
condition	CAU
around	O
rc	ELE
structure	ELE
as	O
well	O
as	O
corrosion	DEF
amount	CAU
for	O
lifetime	CAU
prediction	DEF
and	O
long	CAU
in	O
addition	O
solution	MET
analysis	MET
be	O
perform	O
use	O
inductively	MET
couple	MET
plasma	MET
mass	MET
spectrometry	MET
icp	MET
ms	MET
and	O
corrosion	DEF
product	DEF
characterization	DEF
be	O
examine	O
by	O
scan	MET
electron	MET
microscopy	MET
the	O
result	RES
demonstrate	O
that	O
the	O
incorporation	DEF
of	O
corn	MET
derive	MET
polyol	ELE
in	O
the	O
deice	CAU
solution	CAU
reduce	RES
the	O
corrosion	DEF
initiation	DEF
and	O
that	O
the	O
degree	DEF
of	O
inhibition	DEF
increase	RES
as	O
the	O
weight	DEF
concentration	DEF
increase	RES
from	O
to	O
follow	O
the	O
langmuir	MET
adsorption	DEF
isotherm	MET
it	O
be	O
posit	O
that	O
the	O
inhibitor	CAU
reduce	RES
the	O
corrosion	DEF
rate	DEF
via	O
adsorption	DEF
onto	O
the	O
steel	ELE
surface	ELE
and	O
allow	O
for	O
passive	CAU
layer	ELE
to	O
form	O
nano	MET
dispersion	DEF
of	O
clay	ELE
in	O
epoxy	CAU
not	RES
only	RES
increase	RES
of	O
toughness	DEF
tensile	DEF
and	O
flexural	DEF
property	DEF
of	O
the	O
epoxy	CAU
but	O
lead	O
to	O
torture	RES
of	O
the	O
path	CAU
for	O
moisture	CAU
progression	DEF
lastly	O
the	O
hydrophobic	CAU
nature	DEF
of	O
modify	CAU
clay	ELE
will	O
aid	O
in	O
reduce	RES
progression	DEF
of	O
water	CAU
molecule	CAU
this	O
be	O
successfully	O
illustrate	O
by	O
very	O
small	CAU
corrosion	DEF
current	DEF
value	DEF
and	O
small	CAU
rate	DEF
of	O
drop	DEF
in	O
ultrasonic	MET
guide	MET
wave	MET
voltage	MET
signal	MET
as	O
compare	RES
to	O
plain	CAU
epoxy	CAU
coat	CAU
rebar	ELE
on	O
the	O
other	O
hand	O
tung	CAU
oil	CAU
microcapsule	ELE
in	O
urea	CAU
formaldehyde	CAU
uf	CAU
shell	ELE
prepare	O
by	O
available	RES
experimental	MET
bond	DEF
stress	DEF
slip	DEF
datum	MET
collect	O
from	O
literature	O
be	O
use	O
to	O
optimize	RES
the	O
model	MET
parameter	CAU
in	O
the	O
propose	O
bond	DEF
stress	DEF
distribution	DEF
function	MET
which	O
reflect	RES
the	O
impact	RES
of	O
the	O
structural	MET
parameter	CAU
on	O
the	O
rebar	ELE
slippage	DEF
such	O
as	O
concrete	ELE
strength	DEF
and	O
corrosion	DEF
level	DEF
the	O
propose	O
rebar	ELE
slip	DEF
model	MET
be	O
then	O
incorporate	RES
into	O
fiber	ELE
beam	ELE
column	ELE
model	MET
for	O
numerical	MET
analysis	MET
and	O
be	O
far	O
validate	RES
by	O
compare	RES
flexural	DEF
behavior	DEF
of	O
several	O
rc	ELE
column	ELE
with	RES
and	O
without	RES
corrosion	DEF
base	O
on	O
the	O
numerical	MET
model	MET
with	RES
the	O
experimental	MET
datum	MET
the	O
result	RES
demonstrate	O
the	O
importance	O
of	O
incorporate	RES
rebar	ELE
slippage	DEF
and	O
corrosion	DEF
effect	RES
on	O
bond	DEF
use	O
this	O
fiber	ELE
beam	ELE
the	O
localise	CAU
corrosion	DEF
behaviour	DEF
and	O
result	RES
growth	DEF
kinetic	DEF
of	O
type	MET
304l	MET
and	O
316l	MET
austenitic	CAU
stainless	ELE
steel	ELE
ass	MET
be	O
compare	RES
to	O
type	MET
and	O
duplex	CAU
stainless	ELE
steel	ELE
dss	MET
the	O
difference	DEF
in	O
selective	CAU
phase	DEF
dissolution	DEF
between	RES
pit	DEF
and	O
tran	CAU
passive	CAU
corrosion	DEF
in	O
dss	MET
be	O
compare	RES
with	RES
critical	CAU
pit	DEF
potential	DEF
pit	DEF
nucleation	DEF
number	CAU
growth	DEF
kinetic	DEF
volume	DEF
loss	DEF
and	O
aspect	MET
ratio	MET
of	O
these	O
four	O
stainless	ELE
steel	ELE
discuss	O
the	O
result	RES
of	O
the	O
present	O
work	O
show	O
that	O
for	O
sea	CAU
water	CAU
and	O
marine	CAU
sand	CAU
base	CAU
arc	CAU
sac	CAU
significantly	RES
improve	RES
the	O
microstructure	ELE
and	O
decrease	RES
the	O
chloride	CAU
penetration	DEF
and	O
the	O
water	CAU
absorption	DEF
rate	DEF
meanwhile	O
due	O
to	O
the	O
high	CAU
chloride	CAU
bind	DEF
rate	DEF
of	O
sac	CAU
the	O
corrosion	DEF
degree	DEF
of	O
rebar	ELE
in	O
narc	CAU
be	O
less	RES
than	RES
that	O
of	O
sea	CAU
water	CAU
and	O
marine	CAU
sand	CAU
base	CAU
arc	CAU
with	RES
opc	ELE
and	O
mix	CAU
cement	ELE
of	O
opc	ELE
and	O
sac	CAU
compare	RES
with	RES
ordinary	CAU
arc	CAU
arc	CAU
make	CAU
opc	ELE
fresh	CAU
water	CAU
and	O
river	ELE
sand	ELE
the	O
steel	ELE
rebar	ELE
corrosion	DEF
in	O
narc	ELE
be	O
more	RES
serious	O
nevertheless	O
however	O
the	O
conventional	MET
nde	MET
method	MET
be	O
marginally	O
successful	O
to	O
identify	O
the	O
corrosion	DEF
degree	DEF
and	O
the	O
thickness	CAU
of	O
the	O
corrosion	DEF
product	DEF
in	O
other	CAU
word	O
the	O
effective	DEF
cross	ELE
